id,name,normalized_name,gender
895,'Homer',homer,
896,Hunk,hunk,
897,Price,price,
898,Mrs. Powers,mrs powers,
899,Guy #1,guy 1,
900,Guy #2,guy 2,
901,Chef,chef,
902,Waiter #2,waiter 2,
903,Old Man,old man,
904,Attorney,attorney,
905,Mailman,mailman,
906,Delivery Boy,delivery boy,
907,Fat Foreman,fat foreman,
908,Old Woman,old woman,
909,RICARDO,ricardo,
910,Alan Thicke,alan thicke,
911,Adjuster,adjuster,
912,Model,model,
913,Second Man,second man,
914,German Engineer,german engineer,
915,Adam West,adam west,
916,President Bush,president bush,
917,'Just Stamp the Ticket' Man,just stamp the ticket man,
918,Linda Ronstadt,linda ronstadt,
919,Teenage Barney,teenage barney,
920,Copy Writer,copy writer,
921,Cameraman,cameraman,
922,Bigfoot,bigfoot,
923,Mountain Goat,mountain goat,
924,Fruit Vendor,fruit vendor,
925,Irish Lady,irish lady,
926,Italian Lady,italian lady,
927,Talk Show Host,talk show host,
928,Sidekick,sidekick,
929,Realtor,realtor,
930,Ad Man,ad man,
931,Female Messenger,female messenger,
932,Clown Bed,clown bed,
933,Korean Gymnast,korean gymnast,
934,Pig,pig,
935,Gas Station Boy,gas station boy,
936,Billy,billy,
937,Homer's Spirit,homers spirit,
938,INTERCOM,intercom,
939,Reporters,reporters,
940,Sunday School Teacher,sunday school teacher,
941,VIDEO TAPE NARRATOR,video tape narrator,
942,Pumpkin Man,pumpkin man,
943,Med Students,med students,
944,Handsome Young Man,handsome young man,
945,Andre,andre,
946,Young Riviera,young riviera,
947,Angry Man,angry man,
948,Warrior,warrior,
949,Truckosaurus,truckosaurus,
950,Sebastian Kobb,sebastian kobb,
951,Woman With Baby,woman with baby,
952,Baby,baby,
953,NIMOY,nimoy,
954,Engineer #1,engineer 1,
955,Haverbrook Man,haverbrook man,
956,Captain Horatio McCallister,captain horatio mccallister,male
957,Hans Moleman,hans moleman,male
958,Squeaky-Voiced Teen,squeaky-voiced teen,male
959,LANLEY,lanley,male
960,Laura Powers,laura powers,female
961,Bumblebee Man,bumblebee man,male
962,Santa Claus,santa claus,male
963,Bart Anchor,bart anchor,
964,Lance Murdock,lance murdock,
965,2nd Announcer,2nd announcer,
966,Homer's Thought Bubble,homers thought bubble,
967,Reverend,reverend,
968,Aunt Gladys's Corpse,aunt gladyss corpse,
969,Aunt Gladys,aunt gladys,
970,HUTZ' VOICE,hutz voice,
971,MR. HUTZ,mr hutz,
972,Princess Opal,princess opal,
973,Bag Boy,bag boy,
974,Waitress #2,waitress 2,
975,Sperm Doctor,sperm doctor,
976,Babies,babies,
977,MAN ON RADIO,man on radio,
978,Surly,surly,
979,Attractive Woman,attractive woman,
980,Man On Tv,man on tv,
981,Beer Singers,beer singers,
982,Hercules,hercules,
983,Security Man,security man,
984,Washington,washington,
985,Man In White Coat,man in white coat,
986,Boys,boys,
987,Santa's Little Helper,santas little helper,
988,Homer's Bloody Skull,homers bloody skull,
989,Sketch Announcer,sketch announcer,
990,Agency Worker,agency worker,
991,Fans,fans,
992,Small Man,small man,
993,Chihuahua,chihuahua,
994,Cat,cat,
995,Corey,corey,
996,Pepi,pepi,
997,Apu's Brain,apus brain,
998,JOHNNY,johnny,
999,Truck Driver,truck driver,
1000,Rex,rex,
1001,Homer's Conscience,homers conscience,
1002,Robert Frost,robert frost,
1003,FROST,frost,
1004,Raheem,raheem,
1005,Presidents,presidents,
1006,Harrison,harrison,
1007,Presidents' Heads,presidents heads,
1008,Teddy Roosevelt,teddy roosevelt,
1009,3rd World Father,3rd world father,
1010,3rd World Family,3rd world family,
1011,Mechanical Figure,mechanical figure,
1012,Tourists,tourists,
1013,Cartoon Doctor,cartoon doctor,
1014,Richard Nixon,richard nixon,
1015,Kennedy,kennedy,
1016,Mrs. Phillips,mrs phillips,
1017,Assembly,assembly,
1018,Chuck's Dad,chucks dad,
1019,Parent One,parent one,
1020,Parent Two,parent two,
1021,Feminists,feminists,
1022,Train,train,
1023,Receiver,receiver,
1024,Burns' Grandfather,burns grandfather,
1025,Dr. Wolfe,dr wolfe,
1026,Gummy Joe,gummy joe,
1027,Donut Vendor,donut vendor,
1028,Mop Top #1,mop top 1,
1029,Mop Top #2,mop top 2,
1030,Mop Top #3,mop top 3,
1031,Mop Tops,mop tops,
1032,Goon,goon,
1033,Bird,bird,
1034,Quigley,quigley,
1035,Robots,robots,
1036,DR. JOYCE,dr joyce,
1037,Pagan Simpsons,pagan simpsons,
1038,Waiters/cooks,waiterscooks,
1039,Specialist,specialist,
1040,Intern,intern,
1041,'Elvis',elvis,
1042,Writer,writer,
1043,Roxie,roxie,
1044,Bobby Mindich,bobby mindich,
1045,Barney's Boss,barneys boss,
1046,Writer #2,writer 2,
1047,Cowboys,cowboys,
1048,BROOKE,brooke,
1049,Child,child,
1050,Seagull,seagull,
1051,Scottish Woman,scottish woman,
1052,Exhaust Pipe Lid,exhaust pipe lid,
1053,Chicken,chicken,
1054,Mr. Ogden,mr ogden,
1055,Scientist #1,scientist 1,
1056,Scientist #2,scientist 2,
1057,Evil Homer,evil homer,
1058,Hitler,hitler,
1059,Recruiter,recruiter,
1060,Actor,actor,
1061,Teenaged Guide,teenaged guide,
1062,Children's Choir,childrens choir,
1063,Boy Soloist,boy soloist,
1064,Driver Of Foreign Car,driver of foreign car,
1065,Barry White,barry white,
1066,Miss Springfield,miss springfield,
1067,Irishman,irishman,
1068,Gary Chalmers,gary chalmers,male
1069,Baseball Announcer,baseball announcer,male
1070,ARTIE,artie,male
1071,Old Mrs. Glick,old mrs glick,
1072,SICK JAPANESE WORKER,sick japanese worker,
1073,Japanese Worker #2,japanese worker 2,
1074,JAPANESE WORKERS,japanese workers,
1075,White Blood Cell #1,white blood cell 1,
1076,White Blood Cell #2,white blood cell 2,
1077,Virus,virus,
1078,JAMAICAN MAN,jamaican man,
1079,Husband,husband,
1080,Jury,jury,
1081,David Crosby,david crosby,
1082,Jury Foreman,jury foreman,
1083,Phillips,phillips,
1084,Tattoo Annie,tattoo annie,
1085,Park Commissioner,park commissioner,
1086,Assistant,assistant,
1087,Jacqueline,jacqueline,
1088,Coast Guard Officer,coast guard officer,
1089,'Charley Weaver',charley weaver,
1090,Gabbo,gabbo,
1091,CRANDALL,crandall,
1092,Soldier Puppets,soldier puppets,
1093,Cossack Puppets,cossack puppets,
1094,Alphonse,alphonse,
1095,Commercial Announcer,commercial announcer,
1096,Casting Director,casting director,
1097,Old Man Singers,old man singers,
1098,Bette Midler,bette midler,
1099,Hugh Hefner,hugh hefner,
1100,Anthony Kiedis,anthony kiedis,
1101,Flea,flea,
1102,Elizabeth Taylor,elizabeth taylor,
1103,Counter Boy,counter boy,
1104,Mr. Johannson,mr johannson,
1105,Luke Perry,luke perry,
1106,LUKE PERRY IN DREAM,luke perry in dream,
1107,Chad Smith,chad smith,
1108,ARIK MARSHAL,arik marshal,
1109,Krusty Announcer,krusty announcer,
1110,Chili Peppers,chili peppers,
1111,Man At Table,man at table,
1112,SPEEDED UP VOICES,speeded up voices,
1113,Melvin,melvin,
1114,Quartet,quartet,
1115,Tenor,tenor,
1116,Be Sharps,be sharps,
1117,Paul Harvey,paul harvey,
1118,Ronald Reagan,ronald reagan,
1119,Panicky Man,panicky man,
1120,Sarah Wiggum,sarah wiggum,
1121,Female Talk Show Host,female talk show host,
1122,George Harrison,george harrison,
1123,2-Year-Old Lisa,2-year-old lisa,
1124,Teenage Bellboy,teenage bellboy,
1125,Surly Man,surly man,
1126,Kako,kako,
1127,Human Fly,human fly,
1128,Sinister Male Voice,sinister male voice,
1129,Schoolyard Girls,schoolyard girls,
1130,MRS KRABAPPEL,mrs krabappel,
1131,Parole Board Head,parole board head,
1132,People In Court,people in court,
1133,Parole Board Member #1,parole board member 1,
1134,Parole Board,parole board,
1135,Parole Board Member #2,parole board member 2,
1136,Man On Screen,man on screen,
1137,Woman On Tape,woman on tape,
1138,Investigator,investigator,
1139,Celestial Choir,celestial choir,
1140,Woman's Voice,womans voice,
1141,Nrc Woman,nrc woman,
1142,Nrc Man,nrc man,
1143,Dumb Employee #1,dumb employee 1,
1144,Dumb Employee #2,dumb employee 2,
1145,Counselor,counselor,
1146,Admissions Man,admissions man,
1147,Admissions Woman,admissions woman,
1148,Hillbilly Man,hillbilly man,
1149,Angry Dean,angry dean,
1150,Nerdlinger,nerdlinger,
1151,Scholar,scholar,
1152,Overseers,overseers,
1153,Jock,jock,
1154,Skinny Student,skinny student,
1155,Dean Bobby Peterson,dean bobby peterson,
1156,Professor,professor,
1157,Architect,architect,
1158,Men,men,
1159,Dean,dean,
1160,Doug,doug,
1161,Gary,gary,
1162,Benjamin,benjamin,
1163,Automated Voice,automated voice,
1164,Guards,guards,
1165,7-YEAR OLD BURNS,7-year old burns,
1166,Burns' Mother,burns mother,
1167,Burns's Father,burnss father,
1168,George Burns,george burns,
1169,Jimmy Carter,jimmy carter,
1170,RAMONE #1,ramone 1,
1171,RAMONE #2,ramone 2,
1172,RAMONE #3,ramone 3,
1173,RAMONE #4,ramone 4,
1174,George H.W. Bush,george hw bush,male
1175,Warden,warden,male
1176,Drummer,drummer,
1177,Mechanic,mechanic,
1178,Explorer,explorer,
1179,Bear,bear,
1180,Workman,workman,
1181,Workman #2,workman 2,
1182,Hooded Man,hooded man,
1183,Dinosaur,dinosaur,
1184,Mr. Boswell,mr boswell,
1185,Pieces Of Homer,pieces of homer,
1186,Demon Technician,demon technician,
1187,Skeleton Judge,skeleton judge,
1188,Blackbeard,blackbeard,
1189,Benedict Arnold,benedict arnold,
1190,Lizzie Borden,lizzie borden,
1191,KODO,kodo,
1192,Exchange Student,exchange student,
1193,Gremlin,gremlin,
1194,GROUNDKEEPER WILLIE,groundkeeper willie,
1195,Bart Bat,bart bat,
1196,Humorist,humorist,
1197,The Pope,the pope,
1198,Scientist,scientist,
1199,Technician #1,technician 1,
1200,Technician #2,technician 2,
1201,Lady,lady,
1202,Tape Player,tape player,
1203,Lenny's Wife,lennys wife,
1204,Tough Guy,tough guy,
1205,Mohawk Girl,mohawk girl,
1206,Woman #3,woman 3,
1207,Woman #4,woman 4,
1208,Fry Cook,fry cook,
1209,Diner Owner,diner owner,
1210,Flanders' Inner Child,flanders inner child,
1211,Homer's Inner Child,homers inner child,
1212,Moe's Inner Child,moes inner child,
1213,Women In Crowd,women in crowd,
1214,Old Folks,old folks,
1215,MR. KRABAPPEL,mr krabappel,
1216,James Brown,james brown,
1217,Carpenter,carpenter,
1218,Dorky Teenager,dorky teenager,
1219,MCGARNIGAL,mcgarnigal,
1220,Atari Andre Gregory,atari andre gregory,
1221,Manuel Noriega,manuel noriega,
1222,Arcade Manager,arcade manager,
1223,Wise Old Hobo,wise old hobo,
1224,Triple Milhouse,triple milhouse,
1225,Dorky Kid,dorky kid,
1226,Pudgy Boy,pudgy boy,
1227,Fathers,fathers,
1228,Ernest Borgnine,ernest borgnine,
1229,Dolphins,dolphins,
1230,Arab Men,arab men,
1231,Agent #1,agent 1,
1232,Zutroy,zutroy,
1233,Agent #2,agent 2,
1234,Optometrist,optometrist,
1235,Dermatologist,dermatologist,
1236,Podiatrist,podiatrist,
1237,Internist,internist,
1238,Jerry Lewis Bart,jerry lewis bart,
1239,Cherub Lenny,cherub lenny,
1240,Cherub Carl,cherub carl,
1241,Fish,fish,
1242,Sexy Woman Announcer,sexy woman announcer,
1243,Jeeves,jeeves,
1244,WHITE HOUSE AIDE,white house aide,
1245,Turban Kid,turban kid,
1246,Fat Kid,fat kid,
1247,Nerds,nerds,
1248,Big Hand Man,big hand man,
1249,Bellhop,bellhop,
1250,Passerby #1,passerby 1,
1251,Passerby #2,passerby 2,
1252,Chinese Waiter #1,chinese waiter 1,
1253,Chinese Waiter #2,chinese waiter 2,
1254,Newsreel Announcer,newsreel announcer,
1255,Amos Guy,amos guy,
1256,Young Jasper,young jasper,
1257,Panhandler,panhandler,
1258,Angry Voice From Stall,angry voice from stall,
1259,Henry Kissinger,henry kissinger,
1260,HENRY KISSINGER'S BRAIN,henry kissingers brain,
1261,Little Burns,little burns,
1262,British Guy,british guy,
1263,British Waitress,british waitress,
1264,Hippie,hippie,
1265,Gerry Cooney,gerry cooney,
1266,Blackjack Players,blackjack players,
1267,BIG TEXAN,big texan,
1268,Ernst,ernst,
1269,Gunter,gunter,
1270,Teenage Attendant,teenage attendant,
1271,Someone,someone,
1272,Rain Man,rain man,
1273,Gambler,gambler,
1274,CRAP PLAYERS,crap players,
1275,Farmboy,farmboy,
1276,Slot Player #1,slot player 1,
1277,Slot Player #2,slot player 2,
1278,GOODMAN,goodman,male
1279,RUTH,ruth,female
1280,Mindy,mindy,female
1281,Edward,edward,male
1282,Accountant,accountant,male
1283,Audience Member,audience member,
1284,Robert Goulet,robert goulet,
1285,Wheelman,wheelman,
1286,Wheel Players,wheel players,
1287,Craps Players,craps players,
1288,Molloy,molloy,
1289,Voice From The Back,voice from the back,
1290,IRISH PETE,irish pete,
1291,Beatnik Poet,beatnik poet,
1292,Twelve-year-old,twelve-year-old,
1293,Cat Burglar,cat burglar,
1294,Box Executive,box executive,
1295,Organ Grinder,organ grinder,
1296,Crowd Member,crowd member,
1297,2nd Crowd Member,2nd crowd member,
1298,Mrs. Quimby,mrs quimby,
1299,Fireman,fireman,
1300,'Hammer',hammer,
1301,CONAN,conan,
1302,Kitty,kitty,
1303,Customer #1,customer 1,
1304,Customer #2,customer 2,
1305,Dog,dog,
1306,Bum #1,bum 1,
1307,Comedian,comedian,
1308,Stockboy,stockboy,
1309,Christians,christians,
1310,Robed Indian,robed indian,
1311,Aged Man,aged man,
1312,ROBBER,robber,
1313,Old Ladies,old ladies,
1314,Onlookers,onlookers,
1315,Girl #2,girl 2,
1316,Hip Old Man,hip old man,
1317,Buzz Announcer,buzz announcer,
1318,Malibu Stacy,malibu stacy,
1319,Goofy Girl,goofy girl,
1320,Goofy Girl's Stacy,goofy girls stacy,
1321,Recorded Voice,recorded voice,
1322,Claire Harper,claire harper,
1323,Ugly Man,ugly man,
1324,Leroy,leroy,
1325,Angry Customer,angry customer,
1326,Young Man,young man,
1327,Stacy Lovell,stacy lovell,
1328,GI JOE,gi joe,
1329,Doll,doll,
1330,Grim C.E.O.,grim ceo,
1331,Brockman's Daughter,brockmans daughter,
1332,Executives,executives,
1333,Old Lady Customer,old lady customer,
1334,Old People,old people,
1335,GIRL#2,girl2,
1336,Crowd Noise,crowd noise,
1337,Nasa Announcer #1,nasa announcer 1,
1338,Nasa Announcer #2,nasa announcer 2,
1339,Dr. Babcock,dr babcock,
1340,Chimp,chimp,
1341,Female Scientist,female scientist,
1342,TIM ALLEN-TYPE,tim allen-type,
1343,Peg,peg,
1344,Nerdy Scientist,nerdy scientist,
1345,Jim Wallace,jim wallace,
1346,Toby Hunter,toby hunter,
1347,BUZZ,buzz,
1348,Mission Control,mission control,
1349,Race,race,
1350,Everybody,everybody,
1351,Ants,ants,
1352,Ant #1,ant 1,
1353,Ant #2,ant 2,
1354,Ant #3,ant 3,
1355,Ant #4,ant 4,
1356,James Taylor,james taylor,
1357,RERPORTER #4,rerporter 4,
1358,Star Child Homer,star child homer,
1359,First Guy In Line,first guy in line,
1360,Eddie Money,eddie money,
1361,Jeremiah,jeremiah,
1362,Priest,priest,
1363,Rappin' Ronnie,rappin ronnie,
1364,Voice #1,voice 1,
1365,Voice #2,voice 2,
1366,Voice #3,voice 3,
1367,Voice #4,voice 4,
1368,Congregation,congregation,
1369,Ernie Ford,ernie ford,
1370,Carter,carter,
1371,Gomer,gomer,
1372,Saxophone,saxophone,
1373,Mr. Clean-style Character,mr clean-style character,
1374,Goofy Recording,goofy recording,
1375,Station Owner,station owner,
1376,Dj3000,dj3000,
1377,Arboretum Guy,arboretum guy,
1378,Small Kid,small kid,
1379,MEDIUM-SIZED KID,medium-sized kid,
1380,Kid's Mother,kids mother,
1381,Grizzled Guy,grizzled guy,
1382,Wildlife Man,wildlife man,
1383,Ivory Dealer,ivory dealer,
1384,Speaker Box,speaker box,
1385,GAME SHOW MAN,game show man,
1386,Bill Clinton,bill clinton,male
1387,James Woods,james woods,male
1388,Jessica,jessica,female
1389,STILLWATER,stillwater,male
1390,Technician,technician,male
1391,Baby Burns,baby burns,
1392,Teenage Burns,teenage burns,
1393,Greenpeace Hippie #1,greenpeace hippie 1,
1394,Greenpeace Hippie #2,greenpeace hippie 2,
1395,Lee Majors,lee majors,
1396,Street Urchin,street urchin,
1397,Elf,elf,
1398,Deprogrammer,deprogrammer,
1399,'Marge',marge,
1400,'Lisa',lisa,
1401,Homer Actor,homer actor,
1402,Marge Actress,marge actress,
1403,Lisa Actress,lisa actress,
1404,Baby Bart,baby bart,
1405,Class,class,
1406,Leopold,leopold,
1407,Hayseed #1,hayseed 1,
1408,Hayseed #2,hayseed 2,
1409,Flanders's Beatnik Dad,flanderss beatnik dad,
1410,Private,private,
1411,Rowdy Soldier,rowdy soldier,
1412,Huck,huck,
1413,Freddy,freddy,
1414,Lincoln Hobo,lincoln hobo,
1415,Various Quimbys,various quimbys,
1416,French Waiter,french waiter,
1417,Quimby's Lawyer,quimbys lawyer,
1418,Lunchlady Bart,lunchlady bart,
1419,JIMBO JR.,jimbo jr,
1420,Jurors,jurors,
1421,Monkeys,monkeys,
1422,Grampa's Brain,grampas brain,
1423,Generation X Guy,generation x guy,
1424,Nelson Apparition,nelson apparition,
1425,Voice Inside Cake,voice inside cake,
1426,Kaiser Wilhelm Guy,kaiser wilhelm guy,
1427,Administrator,administrator,
1428,SQUEAKY-VOICED TEENAGER,squeaky-voiced teenager,
1429,Smithers's Wife,smitherss wife,
1430,Carl's Wife,carls wife,
1431,Snowball II,snowball ii,
1432,Musician,musician,
1433,Another Man,another man,
1434,Amish Man,amish man,
1435,Mob Of Teenagers,mob of teenagers,
1436,Last Teenager,last teenager,
1437,A Dozen Little Girls,a dozen little girls,
1438,George,george,
1439,STEWART CHARACTER,stewart character,
1440,RAVI,ravi,
1441,English Boy,english boy,
1442,Police Dept. Machine,police dept machine,
1443,Jimmy Stewart Character,jimmy stewart character,
1444,Swashbuckler,swashbuckler,
1445,Fbi #1,fbi 1,
1446,Fbi #2,fbi 2,
1447,Professor Taylor,professor taylor,
1448,Englishman,englishman,
1449,Beekeeper #1,beekeeper 1,
1450,Beekeeper #2,beekeeper 2,
1451,Üter,Üter,
1452,Sherry,sherry,
1453,Various Kids,various kids,
1454,Radio Preacher,radio preacher,
1455,2nd Radio Preacher,2nd radio preacher,
1456,3rd Radio Preacher,3rd radio preacher,
1457,Engineer,engineer,
1458,Waiter #1,waiter 1,
1459,Childcare Worker,childcare worker,
1460,Little Kid,little kid,
1461,Mother #1,mother 1,
1462,Childcare Supervisor,childcare supervisor,
1463,Pinitchio,pinitchio,
1464,Technician #3,technician 3,
1465,Loud Speaker,loud speaker,
1466,Technician #4,technician 4,
1467,French Ticket Taker,french ticket taker,
1468,Jingle Singers,jingle singers,
1469,Chinese Principal #1,chinese principal 1,
1470,Chinese Principal #2,chinese principal 2,
1471,Dr. Demento,dr demento,
1472,DR. DEMEMTO,dr dememto,
1473,Protesters,protesters,
1474,Others,others,
1475,Big Moose,big moose,
1476,Scary Announcer,scary announcer,
1477,Kindergarten Teacher,kindergarten teacher,
1478,FRED FLINTSTONE,fred flintstone,
1479,Shadowy Figure,shadowy figure,
1480,Spectators,spectators,
1481,Prisoner #1,prisoner 1,
1482,Prisoner #2,prisoner 2,
1483,GROUNDSKEEPER WILLIE'S BRAIN,groundskeeper willies brain,
1484,Chorus,chorus,
1485,Mr. Peabody,mr peabody,
1486,Sherman,sherman,
1487,Sloth,sloth,
1488,Kid Behind Glass,kid behind glass,
1489,Jewish Man,jewish man,
1490,Luigi,luigi,male
1491,Old Jewish Man,old jewish man,male
1492,Birch Barlow,birch barlow,male
1493,Auctioneer,auctioneer,male
1494,Allison,allison,female
1495,Trucker #1,trucker 1,
1496,Trucker #2,trucker 2,
1497,Library Boy,library boy,
1498,Various Congregation Members,various congregation members,
1499,Car,car,
1500,Car #3,car 3,
1501,News Announcer,news announcer,
1502,Weatherman,weatherman,
1503,Gym Teacher,gym teacher,
1504,Female Coach,female coach,
1505,Justice,justice,
1506,Running Man,running man,
1507,Hockey Announcer,hockey announcer,
1508,Ashley,ashley,
1509,Pa,pa,
1510,German Gummy Salesman,german gummy salesman,
1511,Heavy Woman,heavy woman,
1512,Deep Voice,deep voice,
1513,Godfrey,godfrey,
1514,ROCK BOTTOM ANNOUNCER,rock bottom announcer,
1515,Crying Woman,crying woman,
1516,Female Host,female host,
1517,Ben Announcer,ben announcer,
1518,Trainer,trainer,
1519,Fox Announcer,fox announcer,
1520,Young Babysitter,young babysitter,
1521,Dennis Franz,dennis franz,
1522,Aussie Reporter,aussie reporter,
1523,David Letterman,david letterman,
1524,Standup,standup,
1525,Teenage Manager,teenage manager,
1526,Bike Rider,bike rider,
1527,Uncle Doobie,uncle doobie,
1528,GOODTIME SLIM,goodtime slim,
1529,Colonel Leslie Hapablap,colonel leslie hapablap,
1530,Vice President Gore,vice president gore,
1531,Kool & the Gang,kool the gang,
1532,Desk Clerk,desk clerk,
1533,Goony-looking Man,goony-looking man,
1534,Cows,cows,
